Company,Domain,Website,City,State,Trade,Revenue,Employees,Industry,Lifecycle Status,Qualification Decision,Qualification Reason,Fit Score,First Seen,Last Reviewed,Next Review,Approved At,HubSpot Company ID,Sequence Status,Meeting Status,Customer Status,Source Profile,Notes
The Tri-M Group,tri-mgroup.com,www.tri-mgroup.com,Lock Haven,Pennsylvania,Electrical,76170000,306,,Rejected,REJECT,State outside target geography: Pennsylvania,0.0,2026-07-13T21:55:24.020351+00:00,2026-07-13T21:55:24.020351+00:00,2027-01-09T21:55:24.020365+00:00,,,,,,Default,
Tiger Electric,tigerelectric.com,www.tigerelectric.com,Rancho Cucamonga,California,Electrical,66199000,104,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:57:50.495288+00:00,2026-07-13T21:57:50.495288+00:00,2027-01-09T21:57:50.495300+00:00,,,,,,Default,
Top Shelf Electric,topshelfelectric.com,www.topshelfelectric.com,Iselin,New Jersey,Electrical,117265000,499,,Rejected,REJECT,State outside target geography: New Jersey,0.0,2026-07-13T21:54:13.453162+00:00,2026-07-13T21:54:13.453162+00:00,2027-01-09T21:54:13.453172+00:00,,,,,,Default,
Torgeson Electric,torgesonelectric.com,www.torgesonelectric.com,Topeka,Kansas,Electrical,105000000,87,,Rejected,REJECT,State outside target geography: Kansas,0.0,2026-07-13T21:54:15.973210+00:00,2026-07-13T21:54:15.973210+00:00,2027-01-09T21:54:15.973228+00:00,,,,,,Default,
Turner Pest Control,turnerpest.com,www.turnerpest.com,Jacksonville,Florida,Pest Control,102470000,500,,Rejected,REJECT,State outside target geography: Florida,0.0,2026-07-13T22:02:54.265723+00:00,2026-07-13T22:02:54.265723+00:00,2027-01-09T22:02:54.265736+00:00,,,,,,Default,
U.S. Information Systems,usis.net,www.usis.net,Pearl River,New York,Electrical,236449000,622,,Rejected,REJECT,State outside target geography: New York,0.0,2026-07-13T21:52:06.482770+00:00,2026-07-13T21:52:06.482770+00:00,2027-01-09T21:52:06.482779+00:00,,,,,,Default,
United Air Temp,unitedairtemp.com,www.unitedairtemp.com,Springfield,Virginia,Plumbing,54120000,258,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 31919834169; source all-companies.csv).,0.0,2026-07-13T21:46:39.324119+00:00,2026-07-13T21:46:39.324119+00:00,,,,,,,Default,
"United Heating, Cooling & Plumbing",unitedheating.com,www.unitedheating.com,Grandview,Missouri,Plumbing,69875000,327,,Rejected,REJECT,State outside target geography: Missouri,0.0,2026-07-13T21:42:34.023732+00:00,2026-07-13T21:42:34.023732+00:00,2027-01-09T21:42:34.023747+00:00,,,,,,Default,
United Mechanical,umi1.com,www.umi1.com,San Jose,California,Plumbing,203688000,320,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:38:49.667577+00:00,2026-07-13T21:38:49.667577+00:00,2027-01-09T21:38:49.667595+00:00,,,,,,Default,
United Mechanical,umihvac.com,www.umihvac.com,Fort Myers,Florida,Plumbing,72141000,244,,Rejected,REJECT,State outside target geography: Florida,0.0,2026-07-13T21:42:33.941316+00:00,2026-07-13T21:42:33.941316+00:00,2027-01-09T21:42:33.941333+00:00,,,,,,Default,
University Mechanical & Engineering Contractors,umec-ca.com,www.umec-ca.com,El Cajon,California,Plumbing,56376000,169,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:46:27.260966+00:00,2026-07-13T21:46:27.260966+00:00,2027-01-09T21:46:27.260979+00:00,,,,,,Default,
Valley Electric,velectric.com,www.velectric.com,Seattle,Washington,Electrical,152000000,271,,Rejected,REJECT,State outside target geography: Washington,0.0,2026-07-13T21:53:26.639716+00:00,2026-07-13T21:53:26.639716+00:00,2027-01-09T21:53:26.639730+00:00,,,,,,Default,
VarcoMac Electrical Construction,varcomac.com,www.varcomac.com,Odenton,Maryland,Electrical,413741000,650,,Rejected,REJECT,State outside target geography: Maryland,0.0,2026-07-13T21:51:20.910826+00:00,2026-07-13T21:51:20.910826+00:00,2027-01-09T21:51:20.910836+00:00,,,,,,Default,
Varney,varneyinc.com,www.varneyinc.com,Roanoke,Virginia,Plumbing,38276000,137,,Rejected,REJECT,State outside target geography: Virginia,0.0,2026-07-13T21:50:35.912626+00:00,2026-07-13T21:50:35.912626+00:00,2027-01-09T21:50:35.912644+00:00,,,,,,Default,
Vaughn Industries,vaughnindustries.com,www.vaughnindustries.com,Carey,Ohio,Electrical,317121000,550,,Rejected,REJECT,State outside target geography: Ohio,0.0,2026-07-13T21:51:21.048527+00:00,2026-07-13T21:51:21.048527+00:00,2027-01-09T21:51:21.048541+00:00,,,,,,Default,
Village Plumbing,villageplumbing.com,www.villageplumbing.com,Houston,Texas,Plumbing,59834000,94,,Qualified,ACCEPT,official-site residential home-service evidence | revenue $25M+ | target employee scale | current growth signals,86.0,2026-07-13T21:45:01.131231+00:00,2026-07-13T21:45:01.131231+00:00,,,,,,,Default,
Villara Building Systems,villara.com,www.villara.com,Mcclellan,California,Plumbing,74880000,693,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 55933453177; source all-companies.csv).,0.0,2026-07-13T21:42:32.028062+00:00,2026-07-13T21:42:32.028062+00:00,,,,,,,Default,
Voltyx,voltyx.com,www.voltyx.com,Maryland Heights,Missouri,Electrical,84911000,313,,Rejected,REJECT,State outside target geography: Missouri,0.0,2026-07-13T21:54:51.015185+00:00,2026-07-13T21:54:51.015185+00:00,2027-01-09T21:54:51.015213+00:00,,,,,,Default,
Vos Electric,voselectric.com,www.voselectric.com,Green Bay,Wisconsin,Electrical,112971000,474,,Rejected,REJECT,State outside target geography: Wisconsin,0.0,2026-07-13T21:54:15.891829+00:00,2026-07-13T21:54:15.891829+00:00,2027-01-09T21:54:15.891842+00:00,,,,,,Default,
W. Bradley Electric,wbeinc.com,www.wbeinc.com,Novato,California,Electrical,106000000,322,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:54:15.960119+00:00,2026-07-13T21:54:15.960119+00:00,2027-01-09T21:54:15.960131+00:00,,,,,,Default,
WB Moore,wbmoore.com,www.wbmoore.com,Charlotte,North Carolina,Electrical,143854000,308,,Rejected,REJECT,State outside target geography: North Carolina,0.0,2026-07-13T21:53:40.194012+00:00,2026-07-13T21:53:40.194012+00:00,2027-01-09T21:53:40.194021+00:00,,,,,,Default,
WDF,wdfinc.net,www.wdfinc.net,Mount Vernon,New York,Plumbing,150000000,621,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 53533619781; source all-companies.csv).,0.0,2026-07-13T21:40:03.703042+00:00,2026-07-13T21:40:03.703042+00:00,,,,,,,Default,
Walton & Company,waltonco.com,www.waltonco.com,York,Pennsylvania,Plumbing,151493000,260,,Rejected,REJECT,State outside target geography: Pennsylvania,0.0,2026-07-13T21:40:03.692264+00:00,2026-07-13T21:40:03.692264+00:00,2027-01-09T21:40:03.692274+00:00,,,,,,Default,
Watson Electrical,watsonelec.com,www.watsonelec.com,Wilson,North Carolina,Electrical,158013000,585,,Rejected,REJECT,State outside target geography: North Carolina,0.0,2026-07-13T21:53:26.580120+00:00,2026-07-13T21:53:26.580120+00:00,2027-01-09T21:53:26.580136+00:00,,,,,,Default,
Way Engineering,wayeng.com,www.wayeng.com,Houston,Texas,Plumbing,60907000,164,,Rejected,REJECT,revenue $25M+ | target employee scale | visible marketing maturity | excluded business-model evidence,0.0,2026-07-13T21:44:44.131288+00:00,2026-07-13T21:44:44.131288+00:00,2027-01-09T21:44:44.131299+00:00,,,,,,Default,
Weifield Group,weifieldcontracting.com,www.weifieldcontracting.com,Centennial,Colorado,Electrical,477393000,750,,Rejected,REJECT,revenue $25M+ | target employee scale | excluded business-model evidence,0.0,2026-07-13T21:50:58.487774+00:00,2026-07-13T21:50:58.487774+00:00,2027-01-09T21:50:58.487789+00:00,,,,,,Default,
West-Fair Electric Contractors,west-fair.com,www.west-fair.com,Hawthorne,New York,Electrical,72564000,113,,Rejected,REJECT,State outside target geography: New York,0.0,2026-07-13T21:56:05.607026+00:00,2026-07-13T21:56:05.607026+00:00,2027-01-09T21:56:05.607040+00:00,,,,,,Default,
Westbrook Service,westbrookfl.com,www.westbrookfl.com,Orlando,Florida,Electrical,93630000,196,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 56134492690; source all-companies.csv).,0.0,2026-07-13T21:54:40.201147+00:00,2026-07-13T21:54:40.201147+00:00,,,,,,,Default,
Western Exterminator,westernexterminator.com,www.westernexterminator.com,Sacramento,California,Pest Control,126087000,874,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T22:02:54.166604+00:00,2026-07-13T22:02:54.166604+00:00,2027-01-09T22:02:54.166618+00:00,,,,,,Default,
Western Pest Services,westernpest.com,www.westernpest.com,Parsippany,New Jersey,Pest Control,150019000,513,,Rejected,REJECT,State outside target geography: New Jersey,0.0,2026-07-13T22:02:09.537695+00:00,2026-07-13T22:02:09.537695+00:00,2027-01-09T22:02:09.537709+00:00,,,,,,Default,
Westphal,westphalec.com,www.westphalec.com,Madison,Wisconsin,Electrical,115586000,383,,Rejected,REJECT,State outside target geography: Wisconsin,0.0,2026-07-13T21:54:13.475078+00:00,2026-07-13T21:54:13.475078+00:00,2027-01-09T21:54:13.475094+00:00,,,,,,Default,
Wil-Kil Pest Control,wil-kil.com,www.wil-kil.com,Appleton,Wisconsin,Pest Control,58318000,145,,Rejected,REJECT,State outside target geography: Wisconsin,0.0,2026-07-13T22:04:07.880972+00:00,2026-07-13T22:04:07.880972+00:00,2027-01-09T22:04:07.880986+00:00,,,,,,Default,
Williams Comfort Air,williamscomfortair.com,www.williamscomfortair.com,Indianapolis,Indiana,Plumbing,61093000,150,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39363841824; source all-companies.csv).,0.0,2026-07-13T21:44:34.330080+00:00,2026-07-13T21:44:34.330080+00:00,,,,,,,Default,
Willmar Electric Service,willmarelectric.com,www.willmarelectric.com,Lincoln,Nebraska,Electrical,112134000,120,,Rejected,REJECT,State outside target geography: Nebraska,0.0,2026-07-13T21:54:15.903611+00:00,2026-07-13T21:54:15.903611+00:00,2027-01-09T21:54:15.903625+00:00,,,,,,Default,
Wilson Electric,wilsonelectric.net,www.wilsonelectric.net,Tempe,Arizona,Electrical,77907000,496,,Rejected,REJECT,revenue $25M+ | target employee scale | current growth signals | excluded business-model evidence,0.0,2026-07-13T21:55:23.962471+00:00,2026-07-13T21:55:23.962471+00:00,2027-01-09T21:55:23.962488+00:00,,,,,,Default,
Wilson Plumbing & Heating,wilsonplumbingandheating.com,www.wilsonplumbingandheating.com,Akron,Ohio,Plumbing,38192000,60,,Rejected,REJECT,State outside target geography: Ohio,0.0,2026-07-13T21:50:35.956263+00:00,2026-07-13T21:50:35.956263+00:00,2027-01-09T21:50:35.956282+00:00,,,,,,Default,
Wind River Environmental,wrenvironmental.com,www.wrenvironmental.com,Marlborough,Massachusetts,Plumbing,59823000,559,,Rejected,REJECT,State outside target geography: Massachusetts,0.0,2026-07-13T21:45:30.320873+00:00,2026-07-13T21:45:30.320873+00:00,2027-01-09T21:45:30.320888+00:00,,,,,,Default,
Winger Contracting,wingercompanies.com,www.wingercompanies.com,Ottumwa,Iowa,Plumbing,45074000,223,,Rejected,REJECT,State outside target geography: Iowa,0.0,2026-07-13T21:49:12.958389+00:00,2026-07-13T21:49:12.958389+00:00,2027-01-09T21:49:12.958402+00:00,,,,,,Default,
Yearout,yearout.com,www.yearout.com,Albuquerque,New Mexico,Plumbing,93237000,123,,Rejected,REJECT,revenue $25M+ | target employee scale | excluded business-model evidence,0.0,2026-07-13T21:42:17.519319+00:00,2026-07-13T21:42:17.519319+00:00,2027-01-09T21:42:17.519334+00:00,,,,,,Default,
Yes! Air Conditioning and Plumbing,theyesmancan.com,www.theyesmancan.com,Las Vegas,Nevada,Plumbing,63653000,100,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 54263819064; source all-companies.csv).,0.0,2026-07-13T21:43:40.241647+00:00,2026-07-13T21:43:40.241647+00:00,,,,,,,Default,
Zenith Systems,zenithsystems.com,www.zenithsystems.com,Cleveland,Ohio,Electrical,85183000,278,,Rejected,REJECT,State outside target geography: Ohio,0.0,2026-07-13T21:54:51.003537+00:00,2026-07-13T21:54:51.003537+00:00,2027-01-09T21:54:51.003552+00:00,,,,,,Default,
iSun,isunenergy.com,www.isunenergy.com,Williston,Vermont,Electrical,95683000,275,,Rejected,REJECT,State outside target geography: Vermont,0.0,2026-07-13T21:54:40.158642+00:00,2026-07-13T21:54:40.158642+00:00,2027-01-09T21:54:40.158657+00:00,,,,,,Default,
